序号,汉字,"通用规范汉字表等级",数量,ASR等级
3325,薪,1,108793,1
3326,薄,1,98089,1
3327,颠,1,32118,1
3328,翰,1,17262,1
3329,噩,1,21357,1
3330,橱,1,7859,1
3331,橙,1,17905,1
3332,橘,1,16006,1
3333,整,1,663423,1
3334,融,1,223394,1
3335,瓢,1,3478,1
3336,醒,1,190067,1
3337,霍,1,36852,1
3338,霎,1,1129,2
3339,辙,1,6652,1
3340,冀,1,5540,1
3341,餐,1,210299,1
3342,嘴,1,148621,1
3343,踱,1,662,1
3344,蹄,1,10033,1
3345,蹂,1,1585,2
3346,蟆,1,4949,1
3347,螃,1,7432,1
3348,器,1,742711,1
3349,噪,1,21338,1
3350,鹦,1,4251,1
3351,赠,1,29681,1
3352,默,1,214509,1
3353,黔,1,1682,1
3354,镜,1,283258,1
3355,赞,1,242528,1
3356,穆,1,83538,1
3357,篮,1,102383,1
3358,篡,1,5561,1
3359,篷,1,6490,1
3360,篱,1,3433,1
3361,儒,1,26575,1
3362,邀,1,269607,1
3363,衡,1,119083,1
3364,膨,1,19891,1
3365,雕,1,33008,1
3366,鲸,1,9589,1
3367,磨,1,118267,1
3368,瘾,1,33184,1
3369,瘸,1,2178,1
3370,凝,1,43147,1
3371,辨,1,57878,1
3372,辩,1,90000,1
3373,糙,1,19216,1
3374,糖,1,197903,1
3375,糕,1,60644,1
3376,燃,1,64436,1
3377,濒,1,5630,1
3378,澡,1,51643,1
3379,激,1,378251,1
3380,懒,1,100422,1
3381,憾,1,40415,1
3382,懈,1,9777,1
3383,窿,1,1450,2
3384,壁,1,90142,1
3385,避,1,251397,1
3386,缰,1,1407,2
3387,缴,1,42934,1
3388,戴,1,102190,1
3389,擦,1,105444,1
3390,藉,1,7070,1
3391,鞠,1,12904,1
3392,藏,1,190592,1
3393,藐,1,1934,2
3394,檬,1,18480,1
3395,檐,1,4303,1
3396,檀,1,4724,1
3397,礁,1,5649,1
3398,磷,1,18434,1
3399,霜,1,59115,1
3400,霞,1,15850,1
3401,瞭,1,1045,1
3402,瞧,1,18805,1
3403,瞬,1,91232,1
3404,瞳,1,9790,1
3405,瞩,1,3793,1
3406,瞪,1,7997,1
3407,曙,1,2737,1
3408,蹋,1,2674,1
3409,蹈,1,27237,1
3410,螺,1,29061,1
3411,蟋,1,772,2
3412,蟀,1,871,2
3413,嚎,1,5496,1
3414,赡,1,4953,1
3415,穗,1,5574,1
3416,魏,1,30463,1
3417,簧,1,7563,1
3418,簇,1,3667,1
3419,繁,1,103098,1
3420,徽,1,30082,1
3421,爵,1,24752,1
3422,朦,1,5412,1
3423,臊,1,1971,1
3424,鳄,1,4658,1
3425,癌,1,111926,1
3426,辫,1,5391,1
3427,赢,1,90317,1
3428,糟,1,59633,1
3429,糠,1,3268,1
3430,燥,1,55841,1
3431,懦,1,12689,1
3432,豁,1,7612,1
3433,臀,1,21131,1
3434,臂,1,39683,1
3435,翼,1,52074,1
3436,骤,1,40686,1
3437,藕,1,8178,1
3438,鞭,1,17034,1
3439,藤,1,23359,1
3440,覆,1,49945,1
3441,瞻,1,6322,1
3442,蹦,1,16111,1
3443,嚣,1,10412,1
3444,镰,1,3282,1
3445,翻,1,292857,1
3446,鳍,1,2884,1
3447,鹰,1,21520,1
3448,瀑,1,4945,1
3449,襟,1,5299,1
3450,璧,1,2995,1
3451,戳,1,21908,1
3452,孽,1,6627,1
3453,警,1,262438,1
3454,蘑,1,11581,1
3455,藻,1,10160,1
3456,攀,1,17699,1
3457,曝,1,25421,1
3458,蹲,1,31109,1
3459,蹭,1,22116,1
3460,蹬,1,5920,1
3461,巅,1,22220,1
3462,簸,1,2574,1
3463,簿,1,7881,1
3464,蟹,1,36986,1
3465,颤,1,16984,1
3466,靡,1,10070,1
3467,癣,1,16379,1
3468,瓣,1,60605,1
3469,羹,1,6521,1
3470,鳖,1,6202,1
3471,爆,1,216858,1
3472,疆,1,44953,1
3473,鬓,1,3615,1
3474,壤,1,14898,1
3475,馨,1,17064,1
3476,耀,1,60289,1
3477,躁,1,45725,1
3478,蠕,1,7835,1
3479,嚼,1,18624,1
3480,嚷,1,10278,1
3481,巍,1,5048,1
3482,籍,1,126953,1
3483,鳞,1,14710,1
3484,魔,1,321942,1
3485,糯,1,10260,1
3486,灌,1,39192,1
3487,譬,1,15377,1
3488,蠢,1,50304,1
3489,霸,1,110724,1
3490,露,1,162118,1
3491,霹,1,4983,1
3492,躏,1,1533,2
3493,黯,1,5016,1
3494,髓,1,23274,1
3495,赣,1,3300,1
3496,囊,1,70151,1
3497,镶,1,7782,1
3498,瓤,1,1405,1
3499,罐,1,28937,1
3500,矗,1,1374,2
3501,乂,2,148,3
3502,乜,2,583,3
3503,兀,2,6168,2
3504,弋,2,831,2.5
3505,孑,2,1392,2
3506,孓,2,277,3
3507,幺,2,2935,2.5
3508,亓,2,257,3
3509,韦,2,20850,2
3510,廿,2,2670,3
3511,丏,2,28,3
3512,卅,2,501,3
3513,仄,2,8381,2
3514,厄,2,8882,2
3515,仃,2,606,2.5
3516,仉,2,35,3
3517,仂,2,41,3
3518,兮,2,22768,2
3519,刈,2,326,3
3520,爻,2,2944,2.5
3521,卞,2,843,2
3522,闩,2,239,3
3523,讣,2,270,2
3524,尹,2,5941,2
3525,夬,2,27,3
3526,爿,2,215,3
3527,毋,2,7851,2
3528,邗,2,96,3
3529,邛,2,273,3
3530,艽,2,391,3
3531,艿,2,534,3
3532,札,2,2548,2.5
3533,叵,2,1288,2.5
3534,匝,2,1938,2
3535,丕,2,2703,2.5
3536,匜,2,14,3
3537,劢,2,79,3
3538,卟,2,604,3
3539,叱,2,1854,2.5
3540,叻,2,797,3
3541,仨,2,3736,2
3542,仕,2,7481,2
3543,仟,2,533,3
3544,仡,2,109,3
3545,仫,2,86,3
3546,仞,2,658,2
3547,卮,2,265,3
3548,氐,2,923,3
3549,犰,2,129,3
3550,刍,2,1244,2.5
3551,邝,2,350,3
3552,邙,2,163,3
3553,汀,2,6487,2
3554,讦,2,459,2
3555,讧,2,789,2.5
3556,讪,2,15762,2
3557,讫,2,409,3
3558,尻,2,547,3
3559,阡,2,797,2.5
3560,尕,2,193,2.5
3561,弁,2,705,3
3562,驭,2,7738,2
3563,匡,2,5012,2
3564,耒,2,1134,3
3565,玎,2,62,3
3566,玑,2,1016,2
3567,邢,2,3329,2
3568,圩,2,463,2
3569,圬,2,85,3
3570,圭,2,8665,2
3571,扦,2,1693,2
3572,圪,2,72,3
3573,圳,2,68369,2
3574,圹,2,190,3
3575,扪,2,2342,2.5
3576,圮,2,87,3
3577,圯,2,49,3
3578,芊,2,947,2.5
3579,芍,2,3776,2
3580,芄,2,116,3
3581,芨,2,477,3
3582,芑,2,128,3
3583,芎,2,2002,3
3584,芗,2,318,3
3585,亘,2,1266,2.5
3586,厍,2,242,3
3587,夼,2,36,3
3588,戍,2,1467,2.5
3589,尥,2,55,3
3590,乩,2,231,3
3591,旯,2,947,2
3592,曳,2,2338,2.5
3593,岌,2,1251,2.5
3594,屺,2,33,3
3595,凼,2,151,3
3596,囡,2,507,2.5
3597,钇,2,106,3
3598,缶,2,303,3
3599,氘,2,411,3
3600,氖,2,1346,3
3601,牝,2,194,3
3602,伎,2,2680,2.5
3603,伛,2,55,3
3604,伢,2,404,2.5
3605,佤,2,421,3
3606,仵,2,143,3
3607,伥,2,335,2
3608,伧,2,46,3
3609,伉,2,274,2
3610,伫,2,711,2
3611,囟,2,1239,3
3612,汆,2,620,3
3613,刖,2,129,3
3614,夙,2,1191,2.5
3615,旮,2,1063,2
3616,刎,2,898,2.5
3617,犷,2,1271,2.5
3618,犸,2,877,2
3619,舛,2,898,2
3620,凫,2,514,3
3621,邬,2,362,3
3622,饧,2,285,3
3623,汕,2,9143,2
3624,汔,2,123,3
3625,汐,2,2546,2.5
3626,汲,2,3815,2
3627,汜,2,443,3
3628,汊,2,104,3
3629,忖,2,601,2
3630,忏,2,3658,2
3631,讴,2,940,2.5
3632,讵,2,215,3
3633,祁,2,8181,2
3634,讷,2,2612,2.5
3635,聿,2,920,2
3636,艮,2,1119,3
3637,厾,2,7,3
3638,阱,2,9919,2
3639,阮,2,3566,2
3640,阪,2,4983,2
3641,丞,2,4592,2
3642,妁,2,223,3
3643,牟,2,5723,2
3644,纡,2,209,2
3645,纣,2,2743,2.5
3646,纥,2,321,3
3647,纨,2,1597,2.5
3648,玕,2,58,3
3649,玙,2,50,3
3650,抟,2,302,3
3651,抔,2,102,3
3652,圻,2,277,3
3653,坂,2,6158,2
3654,坍,2,2162,2.5
3655,坞,2,12219,2
3656,抃,2,13,3
3657,抉,2,7754,2
3658,㧐,2,0,3
3659,芫,2,914,3
3660,邯,2,2567,2.5
3661,芸,2,8539,2
3662,芾,2,465,3
3663,苈,2,169,3
3664,苣,2,1432,2.5
3665,芷,2,6117,2
3666,芮,2,1960,2.5
3667,苋,2,1967,2
3668,芼,2,22,3
3669,苌,2,302,3
3670,苁,2,1140,3
3671,芩,2,1464,3
3672,芪,2,4607,2
3673,芡,2,4942,2
3674,芟,2,155,3
3675,苄,2,987,3
3676,苎,2,382,3
3677,苡,2,2398,3
3678,杌,2,127,3
3679,杓,2,251,3
3680,杞,2,12642,2
3681,杈,2,416,2
3682,忑,2,4300,2
3683,孛,2,404,3
3684,邴,2,75,3
3685,邳,2,313,3
3686,矶,2,6039,2
3687,奁,2,153,3
3688,豕,2,478,3
3689,忒,2,2694,2.5
3690,欤,2,558,3
3691,轫,2,157,3
3692,迓,2,40,3
3693,邶,2,177,3
3694,忐,2,4305,2
3695,卣,2,172,3
3696,邺,2,819,2.5
3697,旰,2,95,3
3698,呋,2,1208,3
3699,呒,2,150,3
3700,呓,2,899,3
3701,呔,2,265,3
3702,呖,2,128,3
3703,呃,2,11533,2
3704,旸,2,410,3
3705,吡,2,1267,3
3706,町,2,1905,2.5
3707,虬,2,950,3
3708,呗,2,27889,2
3709,吽,2,104,3
3710,吣,2,84,3
3711,吲,2,506,3
3712,帏,2,212,3
3713,岐,2,1968,2.5
3714,岈,2,30,3
3715,岘,2,430,3
3716,岑,2,1851,2.5
3717,岚,2,7670,2
3718,兕,2,127,3
3719,囵,2,891,2
3720,囫,2,880,2.5
3721,钊,2,853,2.5
3722,钋,2,133,3
3723,钌,2,130,3
3724,迕,2,83,3
3725,氙,2,632,2
3726,氚,2,377,3
3727,牤,2,13,3
3728,佞,2,571,2.5
3729,邱,2,6813,2
3730,攸,2,1553,2.5
3731,佚,2,1333,3
3732,佝,2,2085,2.5
3733,佟,2,2974,2.5
3734,佗,2,1837,2.5
3735,伽,2,20224,2
3736,彷,2,4258,2
3737,佘,2,910,2.5
3738,佥,2,205,3
3739,孚,2,2365,2.5
3740,豸,2,247,3
3741,坌,2,83,3
3742,肟,2,378,3
3743,邸,2,1327,2.5
3744,奂,2,813,2
3745,劬,2,157,3
3746,狄,2,7762,2
3747,狁,2,48,3
3748,鸠,2,2345,2.5
3749,邹,2,4131,2
3750,饨,2,3271,2
3751,饩,2,166,3
3752,饪,2,34657,2
3753,饫,2,162,3
3754,饬,2,1297,2
3755,亨,2,10139,2
3756,庑,2,390,3
3757,庋,2,234,3
3758,疔,2,305,3
3759,疖,2,1119,1
3760,肓,2,940,2.5
3761,闱,2,358,2
3762,闳,2,287,3
3763,闵,2,3661,2
3764,羌,2,2804,2.5
3765,炀,2,2108,2.5
3766,沣,2,356,2.5
3767,沅,2,699,2.5
3768,沔,2,179,3
3769,沤,2,420,2
3770,沌,2,5620,2
3771,沏,2,953,2.5
3772,沚,2,17,3
3773,汩,2,549,2
3774,汨,2,482,2
3775,沂,2,3695,2
3776,汾,2,1757,2.5
3777,沨,2,42,3
3778,汴,2,928,2.5
3779,汶,2,5325,2
3780,沆,2,440,3
3781,沩,2,74,3
3782,泐,2,27,3
3783,怃,2,118,3
3784,怄,2,510,2.5
3785,忡,2,2481,2.5
3786,忤,2,485,2.5
3787,忾,2,456,3
3788,怅,2,4146,2
3789,忻,2,771,2.5
3790,忪,2,488,2
3791,怆,2,941,2.5
3792,忭,2,13,3
3793,忸,2,151,3
3794,诂,2,554,3
3795,诃,2,2308,2.5
3796,诅,2,10012,2
3797,诋,2,5721,2
3798,诌,2,919,2
3799,诏,2,3515,2
3800,诒,2,340,3
3801,孜,2,5661,2
3802,陇,2,2486,2.5
3803,陀,2,21277,2
3804,陂,2,618,2
3805,陉,2,145,3
3806,妍,2,7521,2
3807,妩,2,2682,2.5
3808,妪,2,378,3
3809,妣,2,315,3
3810,妊,2,17769,2
3811,妗,2,252,3
3812,妫,2,430,3
3813,妞,2,17267,2
3814,姒,2,370,3
3815,妤,2,364,3
3816,邵,2,4408,2
3817,劭,2,304,3
3818,刭,2,56,3
3819,甬,2,600,2.5
3820,邰,2,236,3
3821,纭,2,2594,2.5
3822,纰,2,1205,2
3823,纴,2,15,3
3824,纶,2,3909,2
3825,纾,2,920,2
3826,玮,2,7270,2
3827,玡,2,30,3
3828,玭,2,9,3
3829,玠,2,174,3
3830,玢,2,56,3
3831,玥,2,1687,3
3832,玦,2,120,3
3833,盂,2,3010,2
3834,忝,2,304,3
3835,匦,2,278,3
3836,坩,2,228,2
3837,抨,2,7828,2
3838,拤,2,6,3
3839,坫,2,15,3
3840,拈,2,2958,2.5
3841,垆,2,170,3
3842,抻,2,977,2.5
3843,劼,2,245,3
3844,拃,2,12,3
3845,拊,2,130,3
3846,坼,2,115,3
3847,坻,2,265,3
3848,㧟,2,14,3
3849,坨,2,8004,2
3850,坭,2,75,3
3851,抿,2,1290,2.5
3852,坳,2,301,2.5
3853,耶,2,40453,2
3854,苷,2,3603,2
3855,苯,2,13358,2
3856,苤,2,228,2
3857,茏,2,383,3
3858,苫,2,259,3
3859,苜,2,648,2
3860,苴,2,118,3
3861,苒,2,903,2
3862,苘,2,33,3
3863,茌,2,55,3
3864,苻,2,648,3
3865,苓,2,6303,2
3866,茚,2,85,3
3867,茆,2,112,3
3868,茑,2,129,3
3869,茓,2,3,3
3870,茔,2,123,3
3871,茕,2,629,3
3872,茀,2,14,3
3873,苕,2,441,3
3874,枥,2,362,3
3875,枇,2,2913,2
3876,杪,2,98,3
3877,杳,2,1209,2.5
3878,枧,2,51,3
3879,杵,2,1574,2.5
3880,枨,2,117,3
3881,枞,2,467,3
3882,枋,2,330,3
3883,杻,2,19,3
3884,杷,2,2897,2
3885,杼,2,416,3
3886,矸,2,334,3
3887,砀,2,489,2
3888,刳,2,80,3
3889,奄,2,2261,2.5
3890,瓯,2,774,2.5
3891,殁,2,315,3
3892,郏,2,424,3
3893,轭,2,2158,3
3894,郅,2,1239,3
3895,鸢,2,1173,2
3896,盱,2,217,3
3897,昊,2,4732,2
3898,昙,2,2292,2.5
3899,杲,2,176,3
3900,昃,2,141,3
3901,咂,2,895,2.5
3902,呸,2,3285,2
3903,昕,2,3024,2
3904,昀,2,1231,2.5
3905,旻,2,688,3
3906,昉,2,50,3
3907,炅,2,2069,2.5
3908,咔,2,5879,2
3909,畀,2,112,3
3910,虮,2,159,3
3911,咀,2,7260,2
3912,呷,2,824,2.5
3913,黾,2,596,3
3914,呱,2,3081,2
3915,呤,2,3312,2
3916,咚,2,6550,2
3917,咆,2,4000,2
3918,咛,2,891,2.5
3919,呶,2,165,3
3920,呣,2,24,3
3921,呦,2,10498,2
3922,咝,2,313,3
3923,岢,2,264,3
3924,岿,2,334,2
3925,岬,2,524,3
3926,岫,2,697,3
3927,帙,2,190,3
3928,岣,2,209,3
3929,峁,2,303,3
3930,刿,2,333,3
3931,迥,2,2453,2.5
3932,岷,2,769,2
3933,剀,2,51,3
3934,帔,2,120,3
3935,峄,2,304,3
3936,沓,2,3409,2
3937,囹,2,335,2
3938,罔,2,2173,2.5
3939,钍,2,229,3
3940,钎,2,329,2
3941,钏,2,1041,2.5
3942,钒,2,633,3
3943,钕,2,244,3
3944,钗,2,7880,2
3945,邾,2,71,3
3946,迮,2,27,3
3947,牦,2,829,2.5
3948,竺,2,2550,2.5
3949,迤,2,393,3
3950,佶,2,338,3
3951,佬,2,22570,2
3952,佰,2,2276,2
3953,侑,2,579,3
3954,侉,2,130,3
3955,臾,2,1113,2
3956,岱,2,1932,2.5
3957,侗,2,1211,2.5
3958,侃,2,21342,2
3959,侏,2,3866,2
3960,侩,2,698,2
3961,佻,2,813,2
3962,佾,2,71,3
3963,侪,2,311,3
3964,佼,2,4913,2
3965,佯,2,1411,2.5
3966,侬,2,4950,2
3967,帛,2,1750,2.5
3968,阜,2,4008,2
3969,侔,2,136,3
3970,徂,2,113,3
3971,刽,2,923,2.5
3972,郄,2,60,3
3973,怂,2,16040,2
3974,籴,2,54,3
3975,瓮,2,1042,2.5
3976,戗,2,251,3
3977,肼,2,627,3
3978,䏝,2,0,3
3979,肽,2,4016,2
3980,肱,2,2398,2
3981,肫,2,286,3
3982,剁,2,8961,2
3983,迩,2,825,3
3984,郇,2,59,3
3985,狙,2,7976,2
3986,狎,2,289,3
3987,狍,2,537,2
3988,狒,2,752,2
3989,咎,2,4143,2
3990,炙,2,5207,2
3991,枭,2,4100,2
3992,饯,2,1492,2
3993,饴,2,1341,2
3994,冽,2,1292,2.5
3995,冼,2,632,3
3996,庖,2,1086,2.5
3997,疠,2,179,3
3998,疝,2,2892,1
3999,疡,2,23509,2
4000,兖,2,593,3
4001,妾,2,6082,2
4002,劾,2,1249,2.5
4003,炜,2,1189,2.5
4004,,2,0,3
4005,炖,2,21948,2
4006,炘,2,28,3
4007,炝,2,934,2
4008,炔,2,1326,3
4009,泔,2,506,2
4010,沭,2,285,3
4011,泷,2,1636,2.5
4012,泸,2,3825,2
4013,泱,2,1773,2.5
4014,泅,2,125,3
4015,泗,2,1500,2.5
4016,泠,2,732,3
4017,泺,2,89,3
4018,泖,2,35,3
4019,泫,2,600,3
4020,泮,2,1282,3
4021,沱,2,1369,2.5
4022,泯,2,3186,2
4023,泓,2,781,3
4024,泾,2,1606,2.5
4025,怙,2,161,3
4026,怵,2,805,2.5
4027,怦,2,4271,2
4028,怛,2,366,3
4029,怏,2,507,3
4030,怍,2,77,3
4031,㤘,2,0,3
4032,怩,2,128,3
4033,怫,2,57,3
4034,怿,2,96,3
4035,宕,2,3163,2
4036,穹,2,4887,2
4037,宓,2,795,2.5
4038,诓,2,370,2.5
4039,诔,2,318,3
4040,诖,2,184,3
4041,诘,2,1354,2
4042,戾,2,10288,2
4043,诙,2,1659,2.5
4044,戽,2,16,3
4045,郓,2,279,3
4046,衩,2,2245,2.5
4047,祆,2,281,3
4048,祎,2,3831,2
4049,祉,2,885,2.5
4050,祇,2,660,3
4051,诛,2,27837,2
4052,诜,2,248,3
4053,诟,2,5078,2
4054,诠,2,6594,2
4055,诣,2,4108,2
4056,诤,2,510,3
4057,诧,2,4779,2
4058,诨,2,1519,2
4059,诩,2,4267,2
4060,戕,2,350,3
4061,孢,2,6184,2
4062,亟,2,1437,2.5
4063,陔,2,96,3
4064,妲,2,1619,2.5
4065,妯,2,204,2
4066,姗,2,2285,2.5
4067,帑,2,129,3
4068,弩,2,5595,2
4069,孥,2,57,3
4070,驽,2,434,3
4071,虱,2,2729,2.5
4072,迦,2,8705,2
4073,迨,2,293,3
4074,绀,2,971,3
4075,绁,2,136,3
4076,绂,2,61,3
4077,驷,2,517,2.5
4078,驸,2,724,2.5
4079,绉,2,789,2.5
4080,绌,2,395,3
4081,驿,2,3126,2
4082,骀,2,34,3
4083,甾,2,1063,3
4084,珏,2,438,2.5
4085,珐,2,871,2.5
4086,珂,2,2992,2.5
4087,珑,2,4799,2
4088,玳,2,426,2.5
4089,珀,2,5768,2
4090,顸,2,99,3
4091,珉,2,887,3
4092,珈,2,1823,2.5
4093,拮,2,3328,2
4094,垭,2,382,3
4095,挝,2,5615,2
4096,垣,2,3687,2
4097,挞,2,1800,2.5
4098,垤,2,19,3
4099,赳,2,530,2
4100,贲,2,1605,3
4101,垱,2,20,3
4102,垌,2,30,3
4103,郝,2,4184,2
4104,垧,2,26,3
4105,垓,2,226,3
4106,挦,2,3,3
4107,垠,2,2556,2.5
4108,茜,2,4643,2
4109,荚,2,3177,2
4110,荑,2,226,3
4111,贳,2,19,3
4112,荜,2,151,3
4113,莒,2,372,3
4114,茼,2,456,3
4115,茴,2,3197,2
4116,茱,2,1688,2
4117,莛,2,54,3
4118,荞,2,2692,2
4119,茯,2,4692,2
4120,荏,2,870,2
4121,荇,2,262,3
4122,荃,2,1051,2.5
4123,荟,2,8831,2
4124,荀,2,4332,2
4125,茗,2,1400,2.5
4126,荠,2,2995,2
4127,茭,2,1295,2
4128,茨,2,24144,2
4129,垩,2,735,2
4130,荥,2,461,2.5
4131,荦,2,134,3
4132,荨,2,5649,2
4133,荩,2,333,3
4134,剋,2,0,3
4135,荪,2,524,3
4136,茹,2,3643,2
4137,荬,2,431,3
4138,荮,2,20,3
4139,柰,2,199,3
4140,栉,2,539,3
4141,柯,2,32566,2
4142,柘,2,395,3
4143,栊,2,187,3
4144,柩,2,304,2.5
4145,枰,2,624,3
4146,栌,2,133,3
4147,柙,2,113,3
4148,枵,2,39,3
4149,柚,2,7907,2
4150,枳,2,1287,3
4151,柞,2,372,3
4152,柝,2,114,3
4153,栀,2,2704,2.5
4154,柢,2,70,3
4155,栎,2,362,3
4156,枸,2,11215,2
4157,柈,2,114,3
4158,柁,2,46,3
4159,枷,2,3192,2
4160,柽,2,53,3
4161,剌,2,1935,3
4162,酊,2,1576,2
4163,郦,2,385,2.5
4164,甭,2,2728,2.5
4165,砗,2,263,3
4166,砘,2,128,3
4167,砒,2,1864,2.5
4168,斫,2,588,3
4169,砭,2,929,2
4170,砜,2,338,3
4171,奎,2,4634,2
4172,耷,2,702,2.5
4173,虺,2,286,3
4174,殂,2,184,3
4175,殇,2,2647,2.5
4176,殄,2,530,2
4177,殆,2,4824,2
4178,轱,2,717,2.5
4179,轲,2,2431,2.5
4180,轳,2,74,3
4181,轶,2,2608,2.5
4182,轸,2,465,3
4183,虿,2,214,3
4184,毖,2,129,3
4185,觇,2,81,3
4186,尜,2,56,3
4187,哐,2,1234,2.5
4188,眄,2,143,3
4189,眍,2,20,3
4190,𠳐,2,0,3
4191,郢,2,336,2
4192,眇,2,128,3
4193,眊,2,10,3
4194,眈,2,1546,2.5
4195,禺,2,1634,2.5
4196,哂,2,477,3
4197,咴,2,99,3
4198,曷,2,294,3
4199,昴,2,877,3
4200,昱,2,1791,2.5
4201,昵,2,8706,2
4202,咦,2,7341,2
4203,哓,2,96,3
4204,哔,2,19704,2
4205,畎,2,100,3
4206,毗,2,2366,2.5
4207,呲,2,1309,2.5
4208,胄,2,829,2.5
4209,畋,2,77,3
4210,畈,2,185,3
4211,虼,2,295,3
4212,虻,2,828,3
4213,盅,2,1772,2.5
4214,咣,2,1492,2.5
4215,哕,2,58,3
4216,剐,2,1203,2.5
4217,郧,2,357,3
4218,咻,2,1843,2.5
4219,囿,2,1574,2
4220,咿,2,1690,2.5
4221,哌,2,1097,3
4222,哙,2,399,3
4223,哚,2,457,3
4224,咯,2,33202,2
4225,咩,2,6986,2
4226,咤,2,4036,2
4227,哝,2,278,3
4228,哏,2,3044,2
4229,哞,2,452,3
4230,峙,2,3469,2
4231,峣,2,30,3
4232,罘,2,182,3
4233,帧,2,9355,2
4234,峒,2,343,2.5
4235,峤,2,253,3
4236,峋,2,584,2
4237,峥,2,1995,2.5
4238,贶,2,34,3
4239,钚,2,616,3
4240,钛,2,4280,2
4241,钡,2,1966,3
4242,钣,2,664,2
4243,钤,2,191,3
4244,钨,2,1382,2.5
4245,钫,2,118,3
4246,钯,2,797,3
4247,氡,2,670,3
4248,氟,2,8513,2
4249,牯,2,583,3
4250,郜,2,1556,3
4251,秕,2,343,3
4252,秭,2,178,3
4253,竽,2,655,2
4254,笈,2,2294,2.5
4255,笃,2,4498,2
4256,俦,2,163,3
4257,俨,2,2803,2.5
4258,俅,2,681,3
4259,俪,2,2245,2.5
4260,叟,2,1377,2
4261,垡,2,179,3
4262,牮,2,3,3
4263,俣,2,376,3
4264,俚,2,1558,2
4265,皈,2,3703,2
4266,俑,2,3078,2
4267,俟,2,706,3
4268,逅,2,2813,2.5
4269,徇,2,489,2.5
4270,徉,2,569,2
4271,舢,2,115,3
4272,俞,2,7224,2
4273,郗,2,270,3
4274,俎,2,700,2
4275,郤,2,100,3
4276,爰,2,367,3
4277,郛,2,34,3
4278,瓴,2,624,2
4279,胨,2,186,3
4280,胪,2,254,3
4281,胛,2,1665,2
4282,胂,2,93,3
4283,胙,2,86,3
4284,胍,2,973,3
4285,胗,2,320,3
4286,胝,2,437,3
4287,朐,2,156,3
4288,胫,2,2354,2.5
4289,鸨,2,669,3
4290,匍,2,992,2
4291,狨,2,39,3
4292,狯,2,34,3
4293,飑,2,80,3
4294,狩,2,4990,2
4295,狲,2,491,2
4296,訇,2,1585,3
4297,逄,2,99,3
4298,昝,2,149,3
4299,饷,2,1238,2.5
4300,饸,2,85,3
4301,饹,2,163,3
4302,胤,2,2192,2.5
4303,孪,2,1132,2
4304,娈,2,464,3
4305,弈,2,12048,2
4306,奕,2,13820,2
4307,庥,2,215,3
4308,疬,2,166,3
4309,疣,2,19102,2
4310,疥,2,1743,1
4311,疭,2,13,3
4312,庠,2,210,3
4313,竑,2,46,3
4314,彦,2,12510,2
4315,飒,2,1579,2.5
4316,闼,2,254,3
4317,闾,2,1306,3
4318,闿,2,126,3
4319,阂,2,4232,2
4320,羑,2,57,3
4321,迸,2,1489,2.5
4322,籼,2,321,2
4323,酋,2,4439,2
4324,炳,2,2038,2.5
4325,炻,2,114,3
4326,炽,2,3893,2
4327,炯,2,1638,2.5
4328,烀,2,262,3
4329,炷,2,381,2.5
4330,烃,2,2302,2
4331,洱,2,6744,2
4332,洹,2,560,3
4333,洧,2,87,3
4334,洌,2,460,3
4335,浃,2,859,2
4336,洇,2,363,3
4337,洄,2,430,3
4338,洙,2,900,3
4339,涎,2,2226,2.5
4340,洎,2,107,3
4341,洫,2,29,3
4342,浍,2,70,3
4343,洮,2,243,3
4344,洵,2,802,2
4345,浒,2,8105,2
4346,浔,2,820,2.5
4347,浕,2,9,3
4348,洳,2,123,3
4349,恸,2,576,2
4350,恓,2,19,3
4351,恹,2,361,3
4352,恫,2,231,3
4353,恺,2,2648,2.5
4354,恻,2,1077,2.5
4355,恂,2,167,3
4356,恪,2,2910,2.5
4357,恽,2,172,3
4358,宥,2,1814,2.5
4359,扃,2,60,3
4360,衲,2,938,2.5
4361,衽,2,449,3
4362,衿,2,588,3
4363,袂,2,626,2
4364,祛,2,26204,2
4365,祜,2,434,3
4366,祓,2,55,3
4367,祚,2,741,3
4368,诮,2,268,3
4369,祗,2,688,3
4370,祢,2,510,3
4371,诰,2,463,2
4372,诳,2,567,2
4373,鸩,2,756,2
4374,昶,2,426,3
4375,郡,2,13038,2
4376,咫,2,1126,2.5
4377,弭,2,559,2
4378,牁,2,10,3
4379,胥,2,2765,2.5
4380,陛,2,2531,2.5
4381,陟,2,378,3
4382,娅,2,4219,2
4383,姮,2,51,3
4384,娆,2,1377,2.5
4385,姝,2,1102,2
4386,姣,2,1022,2.5
4387,姘,2,273,2
4388,姹,2,335,3
4389,怼,2,12477,2
4390,羿,2,1959,2.5
4391,炱,2,61,3
4392,矜,2,4595,2
4393,绔,2,883,2
4394,骁,2,4944,2
4395,骅,2,445,3
4396,绗,2,32,3
4397,绛,2,3742,2
4398,骈,2,628,3
4399,耖,2,47,3
4400,挈,2,352,3
4401,珥,2,286,3
4402,珙,2,141,3
4403,顼,2,478,3
4404,珰,2,154,3
4405,珩,2,664,2.5
4406,珧,2,121,3
4407,珣,2,43,3
4408,珞,2,1683,2.5
4409,琤,2,50,3
4410,珲,2,431,2
4411,敖,2,4180,2
